,id,y
0,1,-0.04037060588598251
1,2,-0.32102981209754944
2,3,0.12949714064598083
3,4,-0.15397706627845764
4,5,0.12426365166902542
5,6,0.06881924718618393
6,7,0.4509565532207489
7,8,0.39512011408805847
8,9,0.07801302522420883
9,10,0.1260654628276825
10,11,-0.03369296342134476
11,12,0.1493227183818817
12,13,0.26393529772758484
13,14,-0.027955107390880585
14,15,0.3313080966472626
15,16,-0.2292669117450714
16,17,0.08345814794301987
17,18,0.16896793246269226
18,19,0.34888097643852234
19,20,0.08060809224843979
20,21,-0.1192711666226387
21,22,-0.08337121456861496
22,23,0.2389337718486786
23,24,0.05234585702419281
24,25,0.3565828502178192
25,26,0.3767988383769989
26,27,0.3198215663433075
27,28,-0.10147456079721451
28,29,0.15624555945396423
29,30,0.469438761472702
30,31,-0.04859379678964615
31,32,-0.09165317565202713
32,33,0.1475050151348114
33,34,0.13931676745414734
34,35,0.10384770482778549
35,36,0.08635570853948593
36,37,0.3058111369609833
37,38,0.36547109484672546
38,39,-0.06587941199541092
39,40,0.41803857684135437
40,41,0.32944509387016296
41,42,-0.05175759643316269
42,43,0.2026953399181366
43,44,0.34703943133354187
44,45,0.16750571131706238
45,46,-0.27708277106285095
46,47,0.06493323296308517
47,48,0.09513112157583237
48,49,0.010814867913722992
49,50,0.17873308062553406
50,51,0.33777257800102234
51,52,0.13309195637702942
52,53,0.4208681285381317
53,54,0.018837742507457733
54,55,0.08528491109609604
55,56,0.1707298457622528
56,57,-0.010803021490573883
57,58,0.2634679973125458
58,59,0.1308758556842804
59,60,-0.057846926152706146
60,61,0.23140928149223328
61,62,0.102475605905056
62,63,0.16996213793754578
63,64,0.13926121592521667
64,65,-0.03691200166940689
65,66,0.02630826085805893
66,67,0.44499751925468445
67,68,0.33870717883110046
68,69,0.17883488535881042
69,70,0.014946185052394867
70,71,0.1074729934334755
71,72,0.2682804763317108
72,73,-0.20302608609199524
73,74,0.045718006789684296
74,75,-0.7397900223731995
75,76,0.3310358226299286
76,77,0.1654660403728485
77,78,-0.03553236275911331
78,79,0.010277457535266876
79,80,0.06121417135000229
80,81,-0.1761639416217804
81,82,0.3921148478984833
82,83,-0.030350960791110992
83,84,-0.012820392847061157
84,85,0.2232200801372528
85,86,0.2898581922054291
86,87,-0.042100049555301666
87,88,0.172650545835495
88,89,0.3659822642803192
89,90,0.22920915484428406
90,91,-0.2529107928276062
91,92,0.07029934972524643
92,93,0.1639978587627411
93,94,0.14200088381767273
94,95,0.42319318652153015
95,96,0.13095495104789734
96,97,-0.04562325030565262
97,98,-0.34473904967308044
98,99,0.12903568148612976
99,100,0.1585075557231903
100,101,-0.02257896214723587
101,102,0.06422420591115952
102,103,0.378489226102829
103,104,0.06948968023061752
104,105,-0.06808612495660782
105,106,0.28790876269340515
106,107,-0.03872332721948624
107,108,0.48517510294914246
108,109,0.2512914836406708
109,110,0.5670983195304871
110,111,0.15311512351036072
111,112,0.22735735774040222
112,113,0.2723524272441864
113,114,0.23693636059761047
114,115,-0.07022161036729813
115,116,0.16020354628562927
116,117,0.08181621879339218
117,118,0.5928956866264343
118,119,-0.0033707693219184875
119,120,0.09043880552053452
120,121,0.2932562530040741
121,122,0.08604099601507187
122,123,0.1396891176700592
123,124,0.12888631224632263
124,125,0.2894839942455292
125,126,-0.045767419040203094
126,127,0.14912566542625427
127,128,0.11064048856496811
128,129,0.38167211413383484
129,130,0.19338533282279968
130,131,0.12992927432060242
131,132,0.08822699636220932
132,133,0.08497258275747299
133,134,0.21259137988090515
134,135,-0.027625910937786102
135,136,0.18673178553581238
136,137,0.4588272273540497
137,138,-0.1195547953248024
138,139,0.5877229571342468
139,140,0.2383691966533661
140,141,0.4455244243144989
141,142,0.28729650378227234
142,143,-0.00014849752187728882
143,144,0.05561848729848862
144,145,0.26540347933769226
145,146,0.12368055433034897
146,147,0.4251691997051239
147,148,0.2500612437725067
148,149,0.1223888024687767
149,150,0.2508046329021454
150,151,0.19065332412719727
151,152,0.27467748522758484
152,153,0.06773015111684799
153,154,0.2793085277080536
154,155,0.1945461928844452
155,156,0.33554765582084656
156,157,0.36261484026908875
157,158,0.04043217748403549
158,159,0.31055471301078796
159,160,0.29529067873954773
160,161,-0.06606469303369522
161,162,0.23392507433891296
162,163,0.05729501321911812
163,164,0.21754500269889832
164,165,0.05702678859233856
165,166,0.28563782572746277
166,167,0.36511918902397156
167,168,0.18045231699943542
168,169,0.08209831267595291
169,170,0.09088464081287384
170,171,-0.17968454957008362
171,172,0.00249364972114563
172,173,0.38408634066581726
173,174,0.07999297231435776
174,175,0.069089375436306
175,176,-0.05383662134408951
176,177,-0.22181996703147888
177,178,0.20969459414482117
178,179,0.4211885631084442
179,180,0.38318321108818054
180,181,0.1218535527586937
181,182,0.14160308241844177
182,183,0.004513941705226898
183,184,0.3080727756023407
184,185,0.3774416148662567
185,186,0.1542780101299286
186,187,0.04196806997060776
187,188,0.020515084266662598
188,189,0.21521541476249695
189,190,0.3330483138561249
190,191,0.06653710454702377
191,192,0.21063241362571716
192,193,0.1144077405333519
193,194,-0.11946228891611099
194,195,0.3028719127178192
195,196,0.12015166133642197
196,197,0.13215944170951843
197,198,0.25626787543296814
198,199,0.5395662188529968
199,200,0.17109414935112
200,201,0.2619907557964325
201,202,0.16782686114311218
202,203,0.07412859052419662
203,204,-0.07592182606458664
204,205,0.18494150042533875
205,206,0.4361717402935028
206,207,-0.05758900195360184
207,208,0.1996115744113922
208,209,0.33749791979789734
209,210,0.21940967440605164
210,211,0.005396924912929535
211,212,0.27989569306373596
212,213,0.11450215429067612
213,214,-0.31699731945991516
214,215,-0.44689616560935974
215,216,0.2666144073009491
216,217,0.14884111285209656
217,218,0.34538647532463074
218,219,0.2847749888896942
219,220,0.14204809069633484
220,221,0.14773771166801453
221,222,0.11235424131155014
222,223,0.40991994738578796
223,224,0.1374724805355072
224,225,-0.003476187586784363
225,226,0.40143701434135437
226,227,0.5908777117729187
227,228,0.25920554995536804
228,229,0.0031422749161720276
229,230,0.13710185885429382
230,231,-0.08204805105924606
231,232,0.06807347387075424
232,233,0.22806045413017273
233,234,-0.3119838237762451
234,235,0.0997435674071312
235,236,0.25108739733695984
236,237,0.20320913195610046
237,238,0.18604663014411926
238,239,0.16797849535942078
239,240,0.1280951201915741
240,241,0.09855290502309799
241,242,0.10949989408254623
242,243,0.11894389241933823
243,244,0.2274439036846161
244,245,0.08551903814077377
245,246,0.07790430635213852
246,247,-0.010024823248386383
247,248,0.08649194240570068
248,249,-0.017782680690288544
249,250,0.2770480811595917
250,251,0.23635122179985046
